idx	outcome	cause	test	rc	dur_s	sub_passed	sub_failed	metric	reason
394	PASS	ok	smooths::quality_vs_mgcv_duchon_default_rank::gam_duchon_2d_default_rank_matches_mgcv_small_n	0	1	1	0	rmse=0.0188 rmse=0.0233 edf_total=25.5985 edf=38.6962 	
395	PASS	ok	smooths::quality_vs_mgcv_duchon_regimes::gam_duchon_1d_heavy_noise_smooth_truth_matches_mgcv	0	1	1	0		
396	PASS	ok	smooths::quality_vs_mgcv_duchon_regimes::gam_duchon_1d_poisson_log_mean_recovery_matches_mgcv	0	11	1	0		
397	PASS	ok	smooths::quality_vs_mgcv_duchon_regimes::gam_duchon_1d_two_component_wave_larger_k_matches_mgcv	0	3	1	0		
398	PASS	ok	smooths::quality_vs_mgcv_duchon_smooth::gam_duchon_1d_matches_mgcv_ds	0	1	1	0	edf_total=19.906 rmse=0.1795 rmse=0.7055 	
399	PASS	ok	smooths::quality_vs_mgcv_factor_smooth_fs::gam_factor_smooth_fs_recovers_truth	0	1	1	0	rmse=0.0507 rmse=0.0575 rmse=0.0549 rmse=0.0581 rmse=0.0554 rmse=0.0546 edf=37.740 edf=39.350 rel_l2_to_mgcv=0.0294 	
400	PASS	ok	smooths::quality_vs_mgcv_factor_smooth_fs::gam_factor_smooth_fs_recovers_truth_on_real_data	0	2	1	0	R2=0.9017 rmse=17.5821 rmse=16.7345 edf=45.870 edf=50.648 	
401	PASS	ok	smooths::quality_vs_mgcv_factor_smooth_sz::gam_factor_smooth_sz_matches_mgcv	0	2	1	0	edf_total=26.626 se_sd=0.2000 rmse_vs_truth=0.04515 rmse_vs_truth=0.04605 rel_l2=0.0208 edf=26.626 	
402	PASS	ok	smooths::quality_vs_mgcv_gaulss_tensor::gam_gaulss_tensor_product_matches_mgcv	0	6	1	0		
403	METRIC_OFF	quality_metric	smooths::quality_vs_mgcv_grid_spline_2d_truth_recovery::grid_spline_2d_recovers_truth_and_matches_or_beats_mgcv_te	101	1	0	1	rmse_vs_truth=0.005174 rmse_vs_truth=0.004536 edf=23.842 rmse=0.005174 rmse=0.004536 	thread 'smooths::quality_vs_mgcv_grid_spline_2d_truth_recovery::grid_spline_2d_recovers_truth_and_matches_or_beats_mgcv_te' (62014) panicked at tests/quality/smooths/quality_vs_mgcv_grid_spline_2d_truth_recovery.rs:130:5: :: grid engine is less accurate than mgcv te() at recovering the truth: grid_rmse=0.005174 > 1.10 * mgcv_rmse=0.004536
404	PASS	ok	smooths::quality_vs_mgcv_matern_smooth::gam_matern_smooth_recovers_truth	0	1	1	0	rmse_gam_vs_truth=0.0308 rmse_mgcv_vs_truth=0.0308 	
405	PASS	ok	smooths::quality_vs_mgcv_matern_smooth::gam_matern_smooth_recovers_truth_on_real_data	0	49	1	0	R2_avg=0.0731 R2_avg=0.0497 	
406	METRIC_OFF	quality_metric	smooths::quality_vs_mgcv_matern_varying_nu::gam_matern_family_recovers_truth_across_nu	101	1	0	1	rmse_vs_truth=0.0291 rmse_vs_truth=0.0201 pearson_vs_truth=0.99882 edf=14.609 edf=14.077 se_sigma=0.08 edf_total=14.6086 edf=14.0771 rmse=0.0291 rmse=0.0222 	thread 'smooths::quality_vs_mgcv_matern_varying_nu::gam_matern_family_recovers_truth_across_nu' (62181) panicked at tests/quality/smooths/quality_vs_mgcv_matern_varying_nu.rs:215:9: :: matern nu=1.5: gam is less accurate than mgcv at recovering the truth: gam_rmse=0.0291 > 1.10·mgcv_rmse=0.0222
407	PASS	ok	smooths::quality_vs_mgcv_negbin_estimated_theta_smooth::gam_negbin_estimated_theta_smooth_matches_mgcv_nb	0	2	1	0	edf=7.814 edf=8.066 	
408	PASS	ok	smooths::quality_vs_mgcv_nottem_cyclic::gam_cyclic_predicts_nottem_seasonal_cycle_vs_mgcv	0	1	1	0	R2_avg=0.9231 	
409	PASS	ok	smooths::quality_vs_mgcv_pspline_smooth::gam_pspline_generalizes_on_lidar	0	2	1	0	R2_avg=0.9164 	
410	PASS	ok	smooths::quality_vs_mgcv_pspline_smooth::gam_pspline_generalizes_on_lidar_on_real_data	0	1	1	0	R2_avg=0.9264 	
